item_key,item_name,item_description,category_raw,category_code,uom,matched_item_id,created_at
hub grease 12kg (valvoline),Hub Grease 12Kg (Valvoline),Kg,Oil & Lubricants,oil_lubricants,Kg,,2026-07-12 10:48:41
diesel,Diesel,For Repair,General Items,general_items,EA,,2026-07-12 10:48:41
used diesel,Used Diesel,,General Items,general_items,EA,,2026-07-12 10:48:41
air filter (pa-1055),Air Filter (PA-1055),,Filters,filters,EA,,2026-07-12 10:48:41
pvc tape,PVC Tape,,General Items,general_items,EA,,2026-07-12 10:48:41
13amp plug base,13Amp Plug Base,,Battery,battery,EA,,2026-07-12 10:48:41
inter cooler hose clip,Inter Cooler Hose Clip,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
wiper motor repair,Wiper Motor Repair,,General Items,general_items,EA,,2026-07-12 10:48:41
alternator repair (battery not working),Alternator Repair (Battery Not Working),,Battery,battery,EA,,2026-07-12 10:48:41
brake light cup (rear l),Brake Light Cup (Rear L),,General Items,general_items,EA,,2026-07-12 10:48:41
spring blade bush replacing,Spring Blade Bush Replacing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
brake light cup (rear),Brake Light Cup (Rear),,General Items,general_items,EA,,2026-07-12 10:48:41
"1 1/2""*2"" copper bronse","1 1/2""*2"" Copper Bronse",,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter mahendra (at54331/1001caa 14881n),Fuel Filter Mahendra (AT54331/1001CAA 14881N),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter (fc-1821),Fuel Filter (FC-1821),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (c-1511),Oil Filter (C-1511),,Filters,filters,EA,,2026-07-12 10:48:41
primery fuel filter (fc-1521),Primery Fuel Filter (FC-1521),,Filters,filters,EA,,2026-07-12 10:48:41
air filter (js-3704a),Air Filter (JS-3704A),,Filters,filters,EA,,2026-07-12 10:48:41
engine oil filter (c-5604),Engine Oil Filter (C-5604),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (js-1876),Oil Filter (JS-1876),,Filters,filters,EA,,2026-07-12 10:48:41
primery fuel filter (js-1076),Primery Fuel Filter (JS-1076),,Filters,filters,EA,,2026-07-12 10:48:41
fuel water separator (1000447498),Fuel Water Separator (1000447498),,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter (32-925994),Fuel Filter (32-925994),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (c-206),Oil Filter (C-206),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter (fc 707a),Fuel Filter (FC 707A),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter (2766 0798 9916),Fuel Filter (2766 0798 9916),,Filters,filters,EA,,2026-07-12 10:48:41
fuel line filter (2786 9999 9920),Fuel Line Filter (2786 9999 9920),,Filters,filters,EA,,2026-07-12 10:48:41
fuel water seperator (2786 0911 9904),Fuel Water Seperator (2786 0911 9904),,General Items,general_items,EA,,2026-07-12 10:48:41
wire code (multi code),Wire Code (Multi Code),,Electrical,electrical,EA,,2026-07-12 10:48:41
wifi adapter,Wifi Adapter,,General Items,general_items,EA,,2026-07-12 10:48:41
19mm bush,19mm Bush,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
combination wrench 14mm,Combination Wrench 14mm,,General Items,general_items,EA,,2026-07-12 10:48:41
"alluminium l angle 1/2""","Alluminium L Angle 1/2""",Ft,General Items,general_items,Ft,,2026-07-12 10:48:41
track master pin,Track Master Pin,Batticoloa Site MR 174920,General Items,general_items,EA,,2026-07-12 10:48:41
door winder,Door Winder,,General Items,general_items,EA,,2026-07-12 10:48:41
24v 04pin relay,24V 04Pin Relay,,Electrical,electrical,EA,,2026-07-12 10:48:41
double head lamp relay x8003800 (24v 6pin),Double Head Lamp Relay X8003800 (24V 6Pin),Batticoloa,Electrical,electrical,EA,,2026-07-12 10:48:41
over roll kit (xl),Over Roll Kit (XL),,General Items,general_items,EA,,2026-07-12 10:48:41
over roll kit (l),Over Roll Kit (L),,General Items,general_items,EA,,2026-07-12 10:48:41
over  roll kit (xl),Over  Roll Kit (XL),,General Items,general_items,EA,,2026-07-12 10:48:41
pinion assy,Pinion Assy,,General Items,general_items,EA,,2026-07-12 10:48:41
door spring,Door Spring,Whare House Project,General Items,general_items,EA,,2026-07-12 10:48:41
bearing (6200du),Bearing (6200DU),Whare House Project,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
bearing (6000du),Bearing (6000DU),Whare House Project,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
80w 90 gear oil,80W 90 Gear Oil,,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
oil filter (f 002 h20 247 8f),Oil Filter (F 002 H20 247 8F),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter,Fuel Filter,Set,Filters,filters,Set,,2026-07-12 10:48:41
fuel filter (2126331k91),Fuel Filter (2126331K91),,Filters,filters,EA,,2026-07-12 10:48:41
filler,Filler,,General Items,general_items,EA,,2026-07-12 10:48:41
primer,Primer,,General Items,general_items,EA,,2026-07-12 10:48:41
"2"" masking","2"" Masking",,General Items,general_items,EA,,2026-07-12 10:48:41
paint gray,Paint Gray,,General Items,general_items,EA,,2026-07-12 10:48:41
2k lacker,2K Lacker,,General Items,general_items,EA,,2026-07-12 10:48:41
slow thinner,Slow Thinner,,General Items,general_items,EA,,2026-07-12 10:48:41
benjo washer,Benjo Washer,,General Items,general_items,EA,,2026-07-12 10:48:41
injector service,Injector Service,,General Items,general_items,EA,,2026-07-12 10:48:41
injection pump service,Injection Pump Service,,General Items,general_items,EA,,2026-07-12 10:48:41
winder handle,Winder Handle,,General Items,general_items,EA,,2026-07-12 10:48:41
wiper blade,Wiper Blade,,General Items,general_items,EA,,2026-07-12 10:48:41
signal switch (l/r),Signal Switch (L/R),,Electrical,electrical,EA,,2026-07-12 10:48:41
head light switch,Head Light Switch,,Electrical,electrical,EA,,2026-07-12 10:48:41
double signal  switch,Double Signal  Switch,,Electrical,electrical,EA,,2026-07-12 10:48:41
center mount,Center Mount,,General Items,general_items,EA,,2026-07-12 10:48:41
balance bar bush,Balance Bar Bush,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
hub racer,Hub Racer,,General Items,general_items,EA,,2026-07-12 10:48:41
rack mount,Rack Mount,,General Items,general_items,EA,,2026-07-12 10:48:41
tie bar bush,Tie Bar Bush,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
upper arm bush,Upper Arm Bush,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
gear cable,Gear Cable,,Electrical,electrical,EA,,2026-07-12 10:48:41
seat belt full set,Seat Belt Full Set,,Belts,belts,EA,,2026-07-12 10:48:41
signal light cup (r),Signal Light Cup (R),,General Items,general_items,EA,,2026-07-12 10:48:41
silicon,Silicon,,General Items,general_items,EA,,2026-07-12 10:48:41
feed pump nozzel pin,Feed Pump Nozzel Pin,,General Items,general_items,EA,,2026-07-12 10:48:41
injector pump repair & service,Injector Pump Repair & Service,,General Items,general_items,EA,,2026-07-12 10:48:41
tapet cover packing,Tapet Cover Packing,,General Items,general_items,EA,,2026-07-12 10:48:41
a/c filter,A/C Filter,,Filters,filters,EA,,2026-07-12 10:48:41
packing set,Packing Set,,General Items,general_items,EA,,2026-07-12 10:48:41
bearing,Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
ring set,Ring Set,,General Items,general_items,EA,,2026-07-12 10:48:41
12v  95ah new battery,12V  95Ah New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
water seperator (2208 4770 9902),Water Seperator (2208 4770 9902),,General Items,general_items,EA,,2026-07-12 10:48:41
primery fuel filter (2786 0999 9822),Primery Fuel Filter (2786 0999 9822),,Filters,filters,EA,,2026-07-12 10:48:41
engine oil filter (2786 1999 9994),Engine Oil Filter (2786 1999 9994),,Filters,filters,EA,,2026-07-12 10:48:41
gear boot,Gear Boot,,General Items,general_items,EA,,2026-07-12 10:48:41
12v signal flasher,12V Signal Flasher,,General Items,general_items,EA,,2026-07-12 10:48:41
gear lever new,Gear Lever New,,General Items,general_items,EA,,2026-07-12 10:48:41
bolt (s),Bolt (S),,General Items,general_items,EA,,2026-07-12 10:48:41
bolt (l),Bolt (L),,General Items,general_items,EA,,2026-07-12 10:48:41
spring,Spring,,General Items,general_items,EA,,2026-07-12 10:48:41
overall kit (l),Overall Kit (L),,General Items,general_items,EA,,2026-07-12 10:48:41
safety shoes (42),Safety Shoes (42),,General Items,general_items,EA,,2026-07-12 10:48:41
overoll kit (l),Overoll Kit (L),,General Items,general_items,EA,,2026-07-12 10:48:41
safety shoe (43),Safety Shoe (43),,General Items,general_items,EA,,2026-07-12 10:48:41
main shaft lock nut,Main Shaft Lock Nut,,General Items,general_items,EA,,2026-07-12 10:48:41
brass cone,Brass Cone,,General Items,general_items,EA,,2026-07-12 10:48:41
hub lock,Hub Lock,,General Items,general_items,EA,,2026-07-12 10:48:41
cabin light,Cabin Light,,General Items,general_items,EA,,2026-07-12 10:48:41
fog light,Fog light,,General Items,general_items,EA,,2026-07-12 10:48:41
a/c repair,A/C Repair,,General Items,general_items,EA,,2026-07-12 10:48:41
mud cover (r),Mud Cover (R),,General Items,general_items,EA,,2026-07-12 10:48:41
mud cover (f),Mud Cover (F),,General Items,general_items,EA,,2026-07-12 10:48:41
floor carpet,Floor Carpet,,General Items,general_items,EA,,2026-07-12 10:48:41
air hose adapter,Air Hose Adapter,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
air filter (pa-1027),Air Filter (PA-1027),,Filters,filters,EA,,2026-07-12 10:48:41
bolt,Bolt,,General Items,general_items,EA,,2026-07-12 10:48:41
york,York,,General Items,general_items,EA,,2026-07-12 10:48:41
universal joint,Universal Joint,,General Items,general_items,EA,,2026-07-12 10:48:41
tank pump,tank pump,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel feed pump,Fuel Feed Pump,,General Items,general_items,EA,,2026-07-12 10:48:41
ev relay,EV relay,,Electrical,electrical,EA,,2026-07-12 10:48:41
fuel sys repair,Fuel sys repair,,General Items,general_items,EA,,2026-07-12 10:48:41
radiator repair,Radiator Repair,,General Items,general_items,EA,,2026-07-12 10:48:41
door lock,Door Lock,,General Items,general_items,EA,,2026-07-12 10:48:41
boot clip,Boot Clip,,General Items,general_items,EA,,2026-07-12 10:48:41
low gear assy,Low Gear Assy,,General Items,general_items,EA,,2026-07-12 10:48:41
low gear plate,Low Gear Plate,,General Items,general_items,EA,,2026-07-12 10:48:41
clutch racer,Clutch Racer,,General Items,general_items,EA,,2026-07-12 10:48:41
flat spring washer,Flat Spring Washer,,General Items,general_items,EA,,2026-07-12 10:48:41
"1/4 * 1"" bolt","1/4 * 1"" Bolt",,General Items,general_items,EA,,2026-07-12 10:48:41
top shaft seal,Top Shaft Seal,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
bonet buffer,Bonet Buffer,,General Items,general_items,EA,,2026-07-12 10:48:41
steering cap,Steering Cap,,General Items,general_items,EA,,2026-07-12 10:48:41
l/gear box p/set,L/Gear Box P/set,,General Items,general_items,EA,,2026-07-12 10:48:41
l/gear washer,L/Gear Washer,,General Items,general_items,EA,,2026-07-12 10:48:41
rivers shaft,Rivers Shaft,,General Items,general_items,EA,,2026-07-12 10:48:41
rivers needle,Rivers Needle,,General Items,general_items,EA,,2026-07-12 10:48:41
228 needle,228 Needle,,General Items,general_items,EA,,2026-07-12 10:48:41
6010 nsk bearing,6010 NSK Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
6208 nsk bearing,6208 NSK Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
6210 nsk bearing,6210 NSK Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
6211 nsk bearing,6211 NSK Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
brake liner set (rear side),Brake Liner Set (Rear Side),,General Items,general_items,EA,,2026-07-12 10:48:41
brake liner set (front side),Brake Liner Set (Front Side),,General Items,general_items,EA,,2026-07-12 10:48:41
overoll kit (xl),Overoll Kit (XL),,General Items,general_items,EA,,2026-07-12 10:48:41
valve oil seal,Valve Oil Seal,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
15mm clip,15mm Clip,,General Items,general_items,EA,,2026-07-12 10:48:41
15mm end cap,15mm End Cap,,General Items,general_items,EA,,2026-07-12 10:48:41
temperature plug,Temperature Plug,,Electrical,electrical,EA,,2026-07-12 10:48:41
radiator cap,Radiator Cap,,General Items,general_items,EA,,2026-07-12 10:48:41
thermo stud cover (presure valve),Thermo Stud Cover (Presure Valve),,General Items,general_items,EA,,2026-07-12 10:48:41
head gasket,Head Gasket,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
laser toner cartridge (83x1crg-337),Laser Toner Cartridge (83X1CRG-337),,General Items,general_items,EA,,2026-07-12 10:48:41
thinner,Thinner,,General Items,general_items,EA,,2026-07-12 10:48:41
insulating tape,Insulating Tape,,General Items,general_items,EA,,2026-07-12 10:48:41
costic soda,Costic Soda,,General Items,general_items,EA,,2026-07-12 10:48:41
cotton waste,Cotton Waste,,General Items,general_items,EA,,2026-07-12 10:48:41
karosine oil,Karosine Oil,,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
petrol,Petrol,,General Items,general_items,EA,,2026-07-12 10:48:41
wire huness (complete),Wire Huness (complete),,Electrical,electrical,EA,,2026-07-12 10:48:41
air meter flexible hose,Air Meter Flexible Hose,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
hose,Hose,Ft,Hydraulics,hydraulics,Ft,,2026-07-12 10:48:41
brake oil tank,Brake Oil Tank,,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
reserve pump washer,Reserve Pump Washer,,General Items,general_items,EA,,2026-07-12 10:48:41
clutch pressure pump,Clutch Pressure Pump,,General Items,general_items,EA,,2026-07-12 10:48:41
belt (7333266),Belt (7333266),,Belts,belts,EA,,2026-07-12 10:48:41
power steering pump repair,Power Steering Pump Repair,,General Items,general_items,EA,,2026-07-12 10:48:41
wire socket female,Wire Socket Female,,Electrical,electrical,EA,,2026-07-12 10:48:41
wire socket male,Wire Socket Male,,Electrical,electrical,EA,,2026-07-12 10:48:41
mid axel repair,Mid Axel Repair,,General Items,general_items,EA,,2026-07-12 10:48:41
"1""*1"" box bar","1""*1"" Box Bar",,General Items,general_items,EA,,2026-07-12 10:48:41
starter motor solonoide,Starter Motor Solonoide,,Electrical,electrical,EA,,2026-07-12 10:48:41
brush holder with brush,Brush Holder With Brush,,General Items,general_items,EA,,2026-07-12 10:48:41
chassy light,Chassy Light,,General Items,general_items,EA,,2026-07-12 10:48:41
24v main relay,24V Main Relay,,Electrical,electrical,EA,,2026-07-12 10:48:41
24v main switch,24V MAin Switch,,Electrical,electrical,EA,,2026-07-12 10:48:41
24v/80a 5pin relay,24V/80A 5pin Relay,,Electrical,electrical,EA,,2026-07-12 10:48:41
water separator (sff-5486),Water Separator (SFF-5486),,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter (2992662),Fuel Filter (2992662),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (2992242),Oil Filter (2992242),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (254718130106),Oil Filter (254718130106),,Filters,filters,EA,,2026-07-12 10:48:41
magnatic socket,Magnatic Socket,,General Items,general_items,EA,,2026-07-12 10:48:41
amano screw nails,Amano Screw Nails,,General Items,general_items,EA,,2026-07-12 10:48:41
universal joint cross,Universal Joint Cross,,General Items,general_items,EA,,2026-07-12 10:48:41
clutch release bearing,Clutch Release Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
pilot bearing (bush),Pilot Bearing (Bush),,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
top shaft bearing,Top Shaft Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
top shaft,Top Shaft,,General Items,general_items,EA,,2026-07-12 10:48:41
oil seal s/l,Oil Seal S/L,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
"3rd,4th hub lock clip","3rd,4th Hub Lock Clip",,General Items,general_items,EA,,2026-07-12 10:48:41
"3rd, 4th hub complete","3rd, 4th Hub Complete",,General Items,general_items,EA,,2026-07-12 10:48:41
log sring rings,Log Sring Rings,,General Items,general_items,EA,,2026-07-12 10:48:41
dog log,Dog Log,,General Items,general_items,EA,,2026-07-12 10:48:41
shyconicing cone,Shyconicing Cone,,General Items,general_items,EA,,2026-07-12 10:48:41
counter shaft bearing,Counter Shaft Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
counter shaft,Counter Shaft,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter with filter head (32/925994),Fuel Filter With Filter Head (32/925994),,Filters,filters,EA,,2026-07-12 10:48:41
masking tape,Masking Tape,,General Items,general_items,EA,,2026-07-12 10:48:41
radiator fan hub bearing,Radiator Fan Hub Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
cup brush,Cup Brush,,General Items,general_items,EA,,2026-07-12 10:48:41
1k lacker,1K Lacker,,General Items,general_items,EA,,2026-07-12 10:48:41
paint white,Paint White,,General Items,general_items,EA,,2026-07-12 10:48:41
cutting wheel 4 1/2,Cutting Wheel 4 1/2,,Tyre,tyre,EA,,2026-07-12 10:48:41
12v  100ah new battery,12V  100Ah New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
brake master pump,Brake Master Pump,,General Items,general_items,EA,,2026-07-12 10:48:41
hand gloves,Hand Gloves,,General Items,general_items,EA,,2026-07-12 10:48:41
air filter,Air Filter,Truck Mixer,Filters,filters,EA,,2026-07-12 10:48:41
air filter (6666333),Air Filter (6666333),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (c 206l),Oil Filter (C 206L),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (c-1121),Oil Filter (C-1121),,Filters,filters,EA,,2026-07-12 10:48:41
spark plug bm6a,Spark Plug BM6A,,Electrical,electrical,EA,,2026-07-12 10:48:41
air filter (130mm*122mm*20mm ),Air Filter (130mm*122mm*20mm ),,Filters,filters,EA,,2026-07-12 10:48:41
spark plug (p-rz9h )-16mm key size,Spark Plug (P-RZ9H )-16mm Key Size,,Electrical,electrical,EA,,2026-07-12 10:48:41
spark plug (bm6a )-19mm key size,Spark Plug (BM6A )-19mm Key Size,,Electrical,electrical,EA,,2026-07-12 10:48:41
pto switch,PTO Switch,,Electrical,electrical,EA,,2026-07-12 10:48:41
pto switch -new,PTO Switch -New,,Electrical,electrical,EA,,2026-07-12 10:48:41
car wash,Car Wash,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter (fc-1503),Fuel Filter (FC-1503),,Filters,filters,EA,,2026-07-12 10:48:41
ph-6742,PH-6742,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter (fc-1104),Fuel Filter (FC-1104),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter (fhj00700/800),Fuel Filter (FHJ00700/800),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (oh-0108),Oil Filter (OH-0108),,Filters,filters,EA,,2026-07-12 10:48:41
air filter (32-915801),Air Filter (32-915801),,Filters,filters,EA,,2026-07-12 10:48:41
"motor grader cutting blade (6"")","Motor Grader Cutting Blade (6"")",,General Items,general_items,EA,,2026-07-12 10:48:41
01st/02nth sliding sleeve with reverse gear,01st/02nth Sliding Sleeve With Reverse Gear,,General Items,general_items,EA,,2026-07-12 10:48:41
05th neele bearing innerwith coller sleeve,05th Neele Bearing InnerWith Coller Sleeve,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
cluth plate,Cluth Plate,,General Items,general_items,EA,,2026-07-12 10:48:41
bearing guide p[late,Bearing Guide P[late,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
oil seal,Oil Seal,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
lock ring,Lock Ring,,General Items,general_items,EA,,2026-07-12 10:48:41
sliding sleeve lock,Sliding Sleeve Lock,,General Items,general_items,EA,,2026-07-12 10:48:41
needle bearing,Needle Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
piolot bearing,Piolot Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
synchoronice cone,Synchoronice Cone,,General Items,general_items,EA,,2026-07-12 10:48:41
05th gear wheel,05th Gear Wheel,,Tyre,tyre,EA,,2026-07-12 10:48:41
main shaft bearing,Main Shaft Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
main  shaft,Main  Shaft,,General Items,general_items,EA,,2026-07-12 10:48:41
rear sockabshober-48551-oko50 (gas filled),Rear Sockabshober-48551-OKO50 (Gas Filled),,General Items,general_items,EA,,2026-07-12 10:48:41
belt adjuster,Belt Adjuster,,Belts,belts,EA,,2026-07-12 10:48:41
drive belt,Drive Belt,,Belts,belts,EA,,2026-07-12 10:48:41
fuel feed pump (hand primer pump ),Fuel Feed Pump (Hand Primer Pump ),,General Items,general_items,EA,,2026-07-12 10:48:41
"concrete mixer engine (02 bags) type-yanmar,model-cy-1115 xm,cpacity-16.2kw,,rpm-2200p/m","Concrete Mixer Engine (02 Bags) Type-Yanmar,Model-CY-1115 XM,Cpacity-16.2KW,,RPM-2200P/M",,General Items,general_items,EA,,2026-07-12 10:48:41
"02"" hose clip","02"" Hose Clip",,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
upper cooling water line,Upper Cooling Water Line,,General Items,general_items,EA,,2026-07-12 10:48:41
radiator bracket set,Radiator Bracket Set,,General Items,general_items,EA,,2026-07-12 10:48:41
inter cooler rubber mount,Inter Cooler Rubber Mount,,General Items,general_items,EA,,2026-07-12 10:48:41
radiator rubber mount,Radiator Rubber Mount,,General Items,general_items,EA,,2026-07-12 10:48:41
45 mm water hose,45 mm Water Hose,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
24v relay,24V Relay,,Electrical,electrical,EA,,2026-07-12 10:48:41
meter board repair,Meter Board Repair,,General Items,general_items,EA,,2026-07-12 10:48:41
electrical repair,Electrical Repair,,General Items,general_items,EA,,2026-07-12 10:48:41
head light 2pin,Head Light 2pin,,Electrical,electrical,EA,,2026-07-12 10:48:41
signal light (r/l),Signal Light (R/L),,General Items,general_items,EA,,2026-07-12 10:48:41
head light  3pin,Head Light  3pin,,Electrical,electrical,EA,,2026-07-12 10:48:41
automatic transmission fluid (at fluid d-11) 4 ltr can,Automatic Transmission Fluid (AT FLUID D-11) 4 Ltr Can,4 Ltr Can,General Items,general_items,EA,,2026-07-12 10:48:41
battery post repair,Battery Post Repair,,Battery,battery,EA,,2026-07-12 10:48:41
starter relay,Starter Relay,,Electrical,electrical,EA,,2026-07-12 10:48:41
windscreen,Windscreen,,General Items,general_items,EA,,2026-07-12 10:48:41
wind screen beeding,Wind screen beeding,,General Items,general_items,EA,,2026-07-12 10:48:41
5a mini fuse,5A Mini Fuse,,Electrical,electrical,EA,,2026-07-12 10:48:41
7.5a mini fuse,7.5A Mini Fuse,,Electrical,electrical,EA,,2026-07-12 10:48:41
15a mini fuse,15A Mini Fuse,,Electrical,electrical,EA,,2026-07-12 10:48:41
20a mini fuse,20A Mini Fuse,,Electrical,electrical,EA,,2026-07-12 10:48:41
25a mini fuse,25A Mini Fuse,,Electrical,electrical,EA,,2026-07-12 10:48:41
30a mini fuse,30A Mini Fuse,,Electrical,electrical,EA,,2026-07-12 10:48:41
10a mini fuse,10A Mini Fuse,,Electrical,electrical,EA,,2026-07-12 10:48:41
120ah 12v new battery,120Ah 12V New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
turbo cooler (inter cooler) repair,Turbo Cooler (Inter Cooler) Repair,,General Items,general_items,EA,,2026-07-12 10:48:41
selastic,Selastic,,General Items,general_items,EA,,2026-07-12 10:48:41
grease nipple,Grease Nipple,,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
sand paper (400),Sand Paper (400),,General Items,general_items,EA,,2026-07-12 10:48:41
sand paper (320),Sand Paper (320),,General Items,general_items,EA,,2026-07-12 10:48:41
break oil (1000ml),Break Oil (1000ml),,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
lead,Lead,,General Items,general_items,EA,,2026-07-12 10:48:41
auto wire,Auto Wire,Meter,Electrical,electrical,EA,,2026-07-12 10:48:41
sand paper (150),Sand Paper (150),,General Items,general_items,EA,,2026-07-12 10:48:41
sand paper (120),Sand Paper (120),,General Items,general_items,EA,,2026-07-12 10:48:41
95ah 12v new battery,95Ah 12V New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
150ah new battery,150Ah New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
90ah 12v new battery,90Ah 12V New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
new tube (700*16),New Tube (700*16),,Tyre,tyre,EA,,2026-07-12 10:48:41
700*16 new tyre,700*16 New Tyre,,Tyre,tyre,EA,,2026-07-12 10:48:41
brush holder,Brush Holder,,General Items,general_items,EA,,2026-07-12 10:48:41
brush,Brush,,General Items,general_items,EA,,2026-07-12 10:48:41
door side mirror,Door Side Mirror,,General Items,general_items,EA,,2026-07-12 10:48:41
engine head (presure check),Engine Head (Presure Check),,General Items,general_items,EA,,2026-07-12 10:48:41
"9""*9"" packing","9""*9"" Packing",Set,General Items,general_items,Set,,2026-07-12 10:48:41
presure relief valve (over flow valve),Presure Relief Valve (Over Flow Valve),,General Items,general_items,EA,,2026-07-12 10:48:41
over flow hose,Over Flow Hose,Ft,Hydraulics,hydraulics,Ft,,2026-07-12 10:48:41
sealing ring (o ring),Sealing Ring (O Ring),,General Items,general_items,EA,,2026-07-12 10:48:41
front oil seal,Front Oil Seal,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
front cover (oil seal),Front Cover (oil Seal),,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
reserve tank,Reserve Tank,,General Items,general_items,EA,,2026-07-12 10:48:41
water pump,Water Pump,,General Items,general_items,EA,,2026-07-12 10:48:41
safety shoe (46),Safety Shoe (46),,General Items,general_items,EA,,2026-07-12 10:48:41
over roll (xl),Over Roll (XL),,General Items,general_items,EA,,2026-07-12 10:48:41
safety shoe (42),Safety Shoe (42),,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter (f-6241304),Fuel Filter (F-6241304),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (c-1804),Oil Filter (C-1804),,Filters,filters,EA,,2026-07-12 10:48:41
95ah new battery,95Ah New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
65ah new battery,65Ah New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
95amp new battery,95Amp New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
120ah new battery,120Ah New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
120amp new battery,120Amp New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
120ah  new battery,120Ah  New Battery,,Battery,battery,EA,,2026-07-12 10:48:41
belt (a-34),Belt (A-34),,Belts,belts,EA,,2026-07-12 10:48:41
petrol engine oil,Petrol Engine Oil,,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
engine rachet,Engine Rachet,,General Items,general_items,EA,,2026-07-12 10:48:41
wiper arm with balde,Wiper Arm with Balde,,General Items,general_items,EA,,2026-07-12 10:48:41
wiper arm set,Wiper Arm Set,,General Items,general_items,EA,,2026-07-12 10:48:41
gasket sellak,Gasket Sellak,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
